ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Hospital Funding Type/Non-Profit Status,CHNA_Year,Service_Area_Type,Service_Area_Zip,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6740327,Reagan Memorial Hospital,805 North Main Avenue,Big Lake,76932-3938,TX,,Public,N/A unable to find,,,,,,,,,
6743770,"Red River Hospital, LLC",1505 Eighth Street,Wichita Falls,76301-3106,TX,"Acadia Healthcare Company, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6742811,Reeves County Hospital,2323 Texas Street,Pecos,79772-7338,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6742910,Refugio County Memorial Hospital,107 Swift Street,Refugio,78377-2425,TX,,Public,N/A unable to find,,,,,,,,,
6741013,Resolute Health,555 Creekside Crossing,New Braunfels,78130-2594,TX,TENET Healthcare Corporation,For-Profit,N/A unable to find,,,,,,,,,
6741170,Rice Medical Center,600 South Austin Road,Eagle Lake,77434-3298,TX,,Non-Profit,2018,Combination of counties and places,Colorado ,N/A,Eagle Lake City,"Diabetes and Obesity, Cardiology/hypertension, Health needs of the elderly, Mental health, Dementia/Alzheimer's Disease, Cancer, Access affected by poverty","Diabetes and Obesity, Cardiology/hypertension, Health needs of the elderly, Mental health, Dementia/Alzheimer's Disease, Cancer, Access affected by poverty",https://www.ricemedicalcenter.net/wp-content/uploads/2019/08/chna_2018.pdf,N/A,dnmsweeden@gmail.com
6740215,Riceland Medical Center,538 Broadway,Winnie,77665-7600,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6744010,Rio Grande Regional Hospital,101 East Ridge Road,McAllen,78503-1299,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740383,Rio Grande State Center/South Texas Health Care System,1401 South Rangerville Road,Harlingen,78552-7638,TX,Texas Department of State Health Services,Non-Profit,N/A unable to find,,,,,,,,,
6743020,River Crest Hospital,1636 Hunters Glen Road,San Angelo,76901-5016,TX,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6741023,Rock Prairie Behavioral Health,3550 Normand Drive,College Station,77845-6399,TX,"Strategic Behavioral Health, LLC",Unable to Find,N/A unable to find,,,,,,,,,
6740949,Rock Springs,700 Southeast Inner Loop,Georgetown,78626,TX,Springstone,For-Profit,N/A unable to find,,,,,,,,,
6743360,Rolling Plains Memorial Hospital,200 East Arizona Street,Sweetwater,79556-7199,TX,,Non-Profit,2021,List of Counties,"Nolan, Fisher, Mitchell, Scurry, Taylor",N/A,N/A,"Transportation services for appointments, Communication between providers and patients, Communication with patients regarding test results, Specialty physician access, Convenient service hours; walk-in hours, Wait times for appointments, Drug and Substance Abuse, Obesity, Heart Disease, Diabetes, Mental and Behavioral Health including stress and anger management, Community Outreach, Patient relation training for RPMH employees, Community Involvement, Public education on major health topics and healthy behaviors/lifestyle choices, Community Awareness, Visibility within the community, Current capabilities and services offered, Vary marketing methods to increase awareness","Barriers to Access (Inability/unwillingness to pay for services, Lack of insurance, Too long to wait for an appointment, Transportation, Fear of outcomes); Major Health Issues Identified (Drug and Substance Abuse, Mental Health, Obesity, Diabetes, Covid); Community Awareness & Outreach (Community Outreach: Restart Lunch and Learns, Visit with major employers to ask what they need, Public education on major health topics and healthy behaviors/lifestyle choices); (Community Awareness: Continued visibility in the community, Services and providers available, Transparency with pandemic information)",https://assets.website-files.com/61e370c0cff8aef768e7d5cd/62d18adbbc140b3580431afb_2021%20CHNA%20Complete.pdf,https://assets.website-files.com/61e370c0cff8aef768e7d5cd/62d18adbbc140b3580431afb_2021%20CHNA%20Complete.pdf,N/A
6742970,Rusk State Hospital,805 North Dickinson,Rusk,75785-2333,TX,Texas Department of State Health Services,Non-Profit,N/A unable to find,,,,,,,,,
6749260,Sabine County Hospital,2301 Worth Street,Hemphill,75948-7216,TX,Preferred Management Corporation,Non-Profit,N/A unable to find,,,,,,,,,
6741111,Sacred Oak Medical Center,11500 Space Center Boulevard,Houston,77059-3603,TX,,For-Profit,N/A unable to find,,,,,,,,,
6740394,Sagecrest Hospital of Grapevine,4201 William D Tate Avenue,Grapevine,76051-5736,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6741118,Saint Camillus Medical Center,1612 Hurst Town Center Drive,Hurst,76054-6236,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6742980,San Angelo Community Medical Center,3501 Knickerbocker Road,San Angelo,76904-7698,TX,"Community Health Systems, Inc.",Non-Profit,N/A unable to find,,,,,,,,,
6741104,San Antonio Behavioral Healthcare Hospital,8550 Huebner Road,San Antonio,78240-1803,TX,Signature Healthcare Services,For-Profit,N/A unable to find,,,,,,,,,
6743110,San Antonio State Hospital,"6711 South New Braunfels, Suite 100",San Antonio,78223-3006,TX,Texas Department of State Health Services,Public,N/A unable to find,,,,,,,,,
6740116,SCA Houston Hospital for Specialized Surgery,5445 La Branch Street,Houston,77004-6835,TX,,For-Profit,N/A unable to find,,,,,,,,,
6740364,Scenic Mountain Medical Center,1601 West 11th Place,Big Spring,79720-4198,TX,"Steward Health Care System, LLC",For-Profit,N/A unable to find,,,,,,,,,
6741210,Schleicher County Medical Center,102 North US Highway 277,Eldorado,76936-4010,TX,Preferred Management Corporation,Non-Profit,N/A unable to find,,,,,,,,,
6740558,Select Rehabilitation Hospital of Denton,2620 Scripture Street,Denton,76201-4315,TX,Select Medical Corporation,For-Profit,N/A unable to find,,,,,,,,,
6740658,Select Rehabilitation Hospital of San Antonio,19126 Stonehue Road,San Antonio,78258-3490,TX,Select Medical Corporation,For-Profit,N/A unable to find,,,,,,,,,
6741009,Select Specialty Hospital - Dallas Downtown,"3500 Gaston Avenue, Floors 3&4 Jonsson",Dallas,75246-2017,TX,Select Medical Corporation,For-Profit,N/A unable to find,,,,,,,,,
6740036,Select Specialty Hospital-Dallas,2329 West Parker Road,Carrollton,75010-4713,TX,Select Medical Corporation,For-Profit,N/A unable to find,,,,,,,,,
6740307,Select Specialty Hospital-Longview,"700 East Marshall Avenue, 1st Floor",Longview,75601-5580,TX,Select Medical Corporation,For-Profit,N/A unable to find,,,,,,,,,
6740668,Seton Medical Center Harker Heights,850 West Central Texas Expressway,Harker Heights,76548-1890,TX,Ardent Health Services,For-Profit,2022,List of Counties,Bell ,N/A,N/A,"Mental and Behavioral Health,  Access to Care, Social Determinants of Health, Health Equity","Mental and Behavioral Health,  Access to Care, Social Determinants of Health, Health Equity",https://setonharkerheights.net/wp-content/uploads/sites/2/2024/05/2022-Community-Health-Needs-Assessment-Bell-County.pdf,https://setonharkerheights.net/wp-content/uploads/sites/2/2024/05/Bell_County_Community_Health_Implementation_Strategy_2020_2022_updated.pdf,N/A
6743210,Seymour Hospital,200 Stadium Drive,Seymour,76380-2344,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6743220,Shamrock General Hospital,1000 South Main Street,Shamrock,79079-2896,TX,,For-Profit,N/A unable to find,,,,,,,,,
6740129,Shannon Medical Center,120 East Harris Street,San Angelo,76903-5976,TX,Shannon Medical Center ,Non-Profit,2022,"Combination of counties, zip codes, and places",Tom Green,"76903, 76901, 76904, 76905, 76902",San Angelo,"Lack of Mental Health Providers, Lack of Health Knowledge/Education, Adult Obesity, High Cost of Health Care, Shortage of Primary Care Physicians, Healthy Behaviors/Lifestyle, Heart Health, Cancer, Substance Abuse, Poverty/Financial Resources/Children in Poverty, Stroke, Physical Inactivity, Adult Smoking, Shortage of Dentists, Preventable Hospital Stays, Language/Cultural Mindset, Children in Single-Parent Households, Excessive Drinking/Alcohol-Impaired Driving Deaths, Sexually Transmitted Infections, Teen Birth Rate, Violent Crime Rate ","Lack of Mental Health Providers ,Lack of Health Knowledge/Education, Adult Obesity, High Cost of Health Care, Shortage of Primary Care Physicians ",https://www.shannonhealth.com/documents/content/community-health-needs-assessment-2022.pdf,https://www.shannonhealth.com/documents/content/community-health-needs-assessment-implementation-strategy-2023-2025.pdf,N/A
6741605,Shriners Hospitals for Children-Galveston,815 Market Street,Galveston,77550-2725,TX,Shriners Hospitals for Children,Non-Profit,N/A unable to find,,,,,,,,,
6742009,Shriners Hospitals for Children-Houston,6977 Main Street,Houston,77030-3701,TX,Shriners Hospitals for Children,Non-Profit,N/A unable to find,,,,,,,,,
6740369,Solara Hospital Harlingen,508 Victoria Lane,Harlingen,78550-3225,TX,Cornerstone Healthcare Group,Non-Profit,N/A unable to find,,,,,,,,,
6740333,Solara Hospital McAllen,"301 West Expressway 83, 8th Floor",McAllen,78503-3045,TX,Cornerstone Healthcare Group,For-Profit,N/A unable to find,,,,,,,,,
6740646,South Texas Health System,1400 West Trenton Road,Edinburg,78539-9105,TX,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6740334,South Texas Rehabilitation Hospital,425 East Alton Gloor Boulevard,Brownsville,78526-3361,TX,"Ernest Health, Inc.",Non-Profit,N/A unable to find,,,,,,,,,
6740245,South Texas Spine and Surgical Hospital,18600 Hardy Oak Boulevard,San Antonio,78258-4206,TX,National Surgical Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740547,South Texas Surgical Hospital,6130 Parkway Drive,Corpus Christi,78414-2455,TX,National Surgical Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740128,South Texas Veterans Health Care System,7400 Merton Minter Boulevard,San Antonio,78229-4404,TX,Department of Veterans Affairs,Non-Profit,N/A unable to find,,,,,,,,,
6743135,Southwest General Hospital,7400 Barlite Boulevard,San Antonio,78224-1399,TX,"Steward Health Care System, LLC",For-Profit,N/A unable to find,,,,,,,,,
6740190,St. David's Medical Center,919 East 32nd Street,Austin,78705-2709,TX,St. Davids HealthCare,Non-Profit,2022,"Combination of counties, zip codes, and places","Travis, Williamson, Hays, Bastrop, Caldwell","78621, 78612, 78662, 78953, 78602, 78650, 78659, 78957, 78953","Bastrop, Cedar Creek, Elgin, McDade, Paige, Red Rock, Rosanky, Smithville","Improve health care access ( Affordable Healthcare, Transportation, Knowledge and Awareness, Healthcare services at community events); Increase culturally competent health care (Language and Translation services, Culturaly comptent workforce, Proof of identification); Strengthen engagement and outreach(Trust and Visbility)","Diabetes, Hypertension, Obesity, Mental Health, Dental Care, Cancer ",https://stdavidsfoundation.org/wp-content/uploads/2023/06/St.-Davids-Medical-Center-CHNA-2022.pdf,https://stdavidsfoundation.org/wp-content/uploads/2023/06/St.-Davids-Medical-Center-Implementation-Plan-2022.pdf,N/A
6740093,St. David's North Austin Medical Center,12221 North MoPac Expressway,Austin,78758-2496,TX,St. Davids HealthCare,Non-Profit,2022,"Combination of counties, zip codes, and places","Travis, Williamson, Hays, Bastrop, Caldwell","78621, 78612, 78662, 78953, 78602, 78650, 78659, 78957,  78953","Bastrop, Cedar Creek, Elgin, McDade, Paige, Red Rock, Rosanky, Smithville","Improve health care access ( Affordable Healthcare, Transportation, Knowledge and Awareness, Healthcare services at community events); Increase culturally competent health care (Language and Translation services, Culturaly comptent workforce, Proof of identification); Strengthen engagement and outreach (Trust and Visbility)","Diabetes, Hypertension, Obesity, Mental Health, Dental Care",https://stdavidsfoundation.org/wp-content/uploads/2023/06/North-Austin-Medical-Center-CHNA-2022.pdf,https://stdavidsfoundation.org/wp-content/uploads/2023/06/North-Austin-Medical-Center-Implementation-Plan-2022.pdf,N/A
6742345,St. David's Round Rock Medical Center,2400 Round Rock Avenue,Round Rock,78681-4097,TX,St. Davids HealthCare,Non-Profit,2022,"Combination of counties, zip codes, and places","Bastrop, Caldwell, Hays, Travis, Williamson","78621, 78612, 78662, 78953, 78602, 78650, 78659, 78957,  78953, 78957","Bastrop, Cedar Creek, Elgin, McDade, Paige, Red Rock, Rosanky, Smithville","Improve health care access (Affordable Healthcare, Transportation, Knowledge and Awareness, Healthcare services at community events); Increase culturally competent health care (Language and Translation services, Culturaly comptent workforce, Proof of identification); Strengthen engagement and outreach (Trust and Visbility)","Diabetes, Hypertension, Obesity, Mental Health, Dental Health, Cancer",https://stdavidsfoundation.org/wp-content/uploads/2023/06/Round-Rock-Medical-Center-CHNA-2022.pdf,https://stdavidsfoundation.org/wp-content/uploads/2023/06/Round-Rock-Medical-Center-Implementation-Plan-2022.pdf,N/A
6740095,St. David's South Austin Medical Center,901 West Ben White Boulevard,Austin,78704-6903,TX,St. Davids HealthCare,Non-Profit,2022,"Combination of counties, zip codes, and places","Bastrop, Caldwell, Hays, Travis, Williamson","78621, 78612, 78662, 78953, 78602, 78650, 78659, 78957,  78953","Bastrop, Cedar Creek, Elgin, McDade, Paige, Red Rock, Rosanky, Smithville","Improve health care access (Affordable Healthcare, Transportation, Knowledge and Awareness, Healthcare services at community events); Increase culturally competent health care (Language and Translation services, Culturaly comptent workforce, Proof of identification); Strengthen engagement and outreach (Trust and Visbility)","Diabetes, Hypertension, Obesity, Mental Health, Dental Care",https://stdavidsfoundation.org/wp-content/uploads/2023/06/South-Austin-Medical-Center-CHNA-2022.pdf,https://stdavidsfoundation.org/wp-content/uploads/2023/06/South-Austin-Medical-Center-Implementation-Plan-2022.pdf,N/A
6742000,St. Joseph Medical Center,1401 St Joseph Parkway,Houston,77002-8301,TX,"Steward Health Care System, LLC",For-Profit,2022,List of Counties,"Austin, Brazoria, Chambers, Fort Bend, Galveston, Harris, Liberty, Montgomery, Waller",N/A,N/A,"Improve health care access, Increase culturally competent health care, Strengthen engagement and outreach, Diabetes, Hypertension, Mental Health, Dental care, Cancer, Disability, Physical inactivity and access to exercise opportunities","Chronic disease management, mental health, language barriers ",https://content.steward.org/sites/default/files/2022-03/St.%20Joseph%20Medical%20Center%20Community%20Health%20Needs%20Assessment%202022.pdf,N/A,N/A
6740418,St. Luke's Sugar Land Hospital,1317 Lake Pointe Parkway,Sugar Land,77478-3997,TX,CommonSpirit Health,Non-Profit,2022,"Combination of counties, zip codes, and places","Montgomery, Walker, Trinity, Harris, San Jacinto","77320, 77340, 77354, 77316, 77356, 77373, 77379, 77386, 77388, 77389, 77380, 77381, 77382","Huntsville, Magnolia, Montgomery, Spring, The Woodlands, Tomball ,Trinity, Willis","Access to care, mental health, birth indicators, chronic diseases, overweight and obesity","Access to health care; Birth indicators; Chronic diseases (asthma, cancer, heart disease, lung disease, Parkinson's disease); COVID-19; Homelessness; Mental health; Overweight and obesity Preventive practices (vaccines, screenings); Substance use; Unintentional injury (accidents, falls)",https://www.stlukeshealth.org/content/dam/stlukeshealth/documents/2022%20CHNA%20The%20Woodlands%20and%20Springwoods.pdf,https://www.stlukeshealth.org/content/dam/stlukeshealth/documents/2022%20CHNA%20The%20Woodlands%20and%20Springwoods.pdf,Fawn.Preuss@commonspirit.org
6742180,St. Mark's Medical Center,One St Mark's Place,La Grange,78945,TX,Community Hospital Corporation,Non-Profit,N/A unable to find,,,,,,,,,
6741126,Star Medical Center,4100 Mapleshade Lane,Plano,75093-0012,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6742915,Starr County Memorial Hospital,2753 Hospital Court,Rio Grande City,78582-6859,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6740428,Stephens Memorial Hospital,200 South Geneva Street,Breckenridge,76424-4799,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6740121,Stonewall Memorial Hospital,821 North Broadway,Aspermont,79502-2029,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6741106,Sun Behavioral Houston,7601 Fannin Street,Houston,77054-1905,TX,,For-Profit,N/A unable to find,,,,,,,,,
6740887,Sundance Hospital Arlington,7000 US Highway 287 South,Arlington,76001,TX,,For-Profit,N/A unable to find,,,,,,,,,
6740152,Sunrise Canyon Hospital,1950 Aspen Ave,Lubbock,79404-1211,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6740196,Surgery Specialty Hospitals of America,4301B Vista Road,Pasadena,77504,TX,,For-Profit,N/A unable to find,,,,,,,,,
6743347,Sweeny Community Hospital,305 North McKinney Street,Sweeny,77480-2895,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6743555,Swisher Memorial Healthcare System,539 Southeast Second,Tulia,79088-2400,TX,,Non-Profit,2023,Combination of counties and places,Swisher,N/A,"Tulia, Texas, Swisher","Mental Health, Drug Abuse, Chronic Disease Management, Collaborative Effort to Address Wholistic Community Health, Telehealth","Education, Mental Health, Communication, Community Outreach",https://www.swisherhospital.com/docs/Swisher_CHNA_%28002%29.pdf,https://www.swisherhospital.com/docs/Swisher_CHNA_%28002%29.pdf,bobellzey@gmail.com
6743480,Terrell State Hospital,1200 East Brin Street,Terrell,75160-2938,TX,Texas Department of State Health Services,Public,N/A unable to find,,,,,,,,,
6743115,Texas Center for Infectious Disease,2303 SE Military Drive,San Antonio,78223-3597,TX,Texas Department of State Health Services,Public,N/A unable to find,,,,,,,,,
6742018,Texas Children's Hospital,6621 Fannin Street,Houston,77030-2399,TX,,Non-Profit,2019,Combination of counties and places,"Harris, Fort Bend, Montgomery, Brazoria, Galveston, Liberty, Waller, Chambers, Austin",N/A,"Houston, The Woodlands, Sugar Land, Baytown, Conroe","Mental and Behavioral Health, Access to Care, Social Determinants of Health, Maternal Health, Environmental Health, Obesity and Chronic Disease","Mental and Behavioral Health, Access to Care, Social Determinants of Health, Maternal Health, Environmental Health, Obesity and Chronic Disease",https://www.texaschildrens.org/sites/default/files/uploads/documents/Texas%20Childrens-2019%20Community%20Health%20Needs%20Assessment.pdf,https://www.texaschildrens.org/sites/default/files/uploads/documents/Texas%20Children%27s%202020-2022%20Community%20Health%20Implementation%20Strategy.pdf,N/A
6741735,Texas General Hospital - Van Zandt Regional Medical Center,707 North Waldrip Street,Grand Saline,75140-1555,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6740926,Texas General Hospital,2709 Hospital Boulevard,Grand Prairie,75051-1017,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6740108,Texas Health Arlington Memorial Hospital,800 West Randol Mill Road,Arlington,76012-2503,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Tarrant, Parker ","76010, 76011, 76103, 76104, 76105, 76106, 76110, 76111, 76112, 76115, 76116, 76117, 76119, 76134, 76164,76082",N/A,"Behavioral health, Chronic disease, Access to health services, Healthcare navigation and literacy","Access to Healthcare including access to mental health services, Chronic Disease, Food Insecurity/Access to Healthy Foods",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Texas-Health-Arlington-Memorial-Hospital-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6740330,Texas Health Center for Diagnostic & Surgery,"6020 West Parker Road, Suite 100",Plano,75093-8171,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,Collin,"75069, 75074, 75407, 75442",N/A,"Behavioral health, Chronic disease, Access to health services, Healthcare navigation and literacy","Access to Healthcare and Quality of Care, Behavioral Health, Social Determinants of Health",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Texas-Health-Center-for-Diagnostics-and-Surgery-Plano-CHNA-2022.pdf,https://www.texashealth.org/locations/-/media/64C364BB165C4DA2897790812E2BA2C9.ashx,THRCHNA@texashealth.org
6740919,Texas Health Harris Methodist Hospital Alliance,10864 Texas Health Trail,Fort Worth,76244-4897,TX,Texas Health Resources,Non-Profit,2022,"Combination of counties, zip codes, and places","Tarrant, Parker","76010, 76011, 76103, 76104, 76105, 76106, 76110, 76111, 76112, 76115, 76116, 76117, 76119, 76134, 76164, 76082",Fort Worth,"Access to Health Care/Mental Health, Chronic Disease, Food Insecurity/access to healthy food","Chronic disease prevention and management (Diabetes, Hypertension, Cancer and Cholesterol Management); Behavioral health ( Depression, Social Isolation, Opioid Crisis, and Access to Behavioral Health Services); Access, Health literacy, and navigation (Patient Education and Outreach, Care Coordination, Access to Primary Care Services)",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Harris-Methodist-Hospital-Fort-Worth-CHNA-2022.pdf,https://www.texashealth.org/locations/-/media/64C364BB165C4DA2897790812E2BA2C9.ashx,THRCHNA@texashealth.org
6740214,Texas Health Harris Methodist Hospital Azle,108 Denver Trail,Azle,76020-3614,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Tarrant, Parker","76010, 76011, 76103, 76104, 76105, 76106, 76110, 76111, 76112, 76115, 76116, 76117, 76119, 76134, 76164, 76082 ",N/A,"Behavioral health, Chronic disease, Access to health services, Healthcare navigation and literacy","Access to Healthcare including access to mental health services, Chronic Disease, Food Insecurity/Access to Healthy Foods",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Harris-Methodist-Hospital-Azle-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6740635,Texas Health Harris Methodist Hospital Cleburne,201 Walls Drive,Cleburne,76033-4007,TX,Texas Health Resources,Non-Profit,2022,"Combination of counties, zip codes, and places","Erath, Johnson, Ellis, Kaufman, Henderson ","75119, 76401, 76402, 76446, 75143, 76031, 76033, 76059, 76093, 75147, 75160, 75161 ","Cleburne,Joshua, Godley, Keene, Grandview, Alvarado, Rio Vista, Glen Rose","Behavioral health, Chronic disease, Access to health services, Healthcare navigation and literacy","Healthcare Access Navigation, Mental Health",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Texas-Health-Harris-Methodist-Hospital-Cleburne-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6741440,Texas Health Harris Methodist Hospital Fort Worth,1301 Pennsylvania Avenue,Fort Worth,76104-2122,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Tarrant, Parker","76010, 76011, 76103, 76104, 76105, 76106, 76110, 76111, 76112, 76115, 76116, 76117, 76119, 76134, 76164, 76082",N/A,"Behavioral health, Chronic disease, Access to health services, Healthcare navigation and literacy","Access to Healthcare (including access to mental health services), Chronic Disease, Food Insecurity/Access to Healthy Foods",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Harris-Methodist-Hospital-Fort-Worth-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6740280,Texas Health Harris Methodist Hospital Hurst-Euless-Bedford,1600 Hospital Parkway,Bedford,76022-6913,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Tarrant, Parker","76010, 76011, 76103, 76104, 76105, 76106, 76110, 76111, 76112, 76115, 76116, 76117, 76119, 76134, 76164, 76082 ",N/A,"Behavioral health, Chronic disease, Access to health services, Healthcare navigation and literacy","Access to Healthcare (including access to mental health services), Chronic Disease, Food Insecurity/Access to Healthy Foods",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Harris-Methodist-Hospital-HEB-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6740384,Texas Health Harris Methodist Hospital Southlake,1545 East Southlake Boulevard,Southlake,76092-6422,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Tarrant, Parker","76010, 76011, 76103, 76104, 76105, 76106, 76110, 76111, 76112, 76115, 76116, 76117, 76119, 76134, 76164, 76082 ",N/A,"Behavioral health, Chronic disease, Access to health services, Healthcare navigation and literacy","Access to Healthcare (including access to mental health services), Chronic Disease, Food Insecurity/Access to Healthy Foods",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Texas-Health-Southlake-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6741445,Texas Health Harris Methodist Hospital Southwest Fort Worth,6100 Harris Parkway,Fort Worth,76132-4199,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Tarrant, Parker","76010, 76011, 76103, 76104, 76105, 76106, 76110, 76111, 76112, 76115, 76116, 76117, 76119, 76134, 76164, 76082 ",N/A,"Behavioral health, Chronic disease, Access to health services, Healthcare navigation and literacy","Access to Healthcare (including access to mental health services), Chronic Disease, Food Insecurity/Access to Healthy Foods",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Harris-Methodist-Hospital-Southwest-Fort-Worth-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6743330,Texas Health Harris Methodist Hospital Stephenville,411 North Belknap Street,Stephenville,76401-3415,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Erath, Hood, Johnson, Ellis, Kaufman, Henderson","75119, 76401, 76402, 76446, 75143, 76031, 76033, 76059, 76093, 75147, 75160, 75161",N/A,"Behavioral health, Chronic disease, Access to health services, Healthcare navigation and literacy","Healthcare Access and Navigation, Mental Health",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Harris-Methodist-Hospital-Stephenville-CHNA-2022.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
6740882,Texas Health Heart & Vascular Hospital Arlington,811 Wright Street,Arlington,76012-4708,TX,Texas Health Resources,Non-Profit,2022,Combination of counties and zip codes,"Tarrant, Parker","76010, 76011, 76103, 76104, 76105, 76106, 76110, 76111, 76112, 76115, 76116, 76117, 76119, 76134, 76164, 76082",N/A,"Behaviorial health, Chronic Disease Prevention and Management, Awareness, Health Literacy and Navigation","Behaviorial health, Chronic Disease Prevention and Management, Awareness, Health Literacy and Navigation",https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Community-Health-Needs-Assessments-2022/Heart-and-Vascular-Hospital-Arlington-CHNA-2022.pdf,https://www.texashealth.org/Locations/-/media/AD69CF7EA45340D5AAC893EE08913942.ashx,THRCHNA@texashealth.org
6741059,Texas Health Hospital,1401 East Trinity Mills Road,Carrollton,75006,TX,Texas Health Resources,Non-Profit,N/A unable to find,,,,,,,,,
6742110,Texas Health Huguley Hospital Fort Worth South,11801 South Freeway,Burleson,76028-7021,TX,AdventHealth,Non-Profit,2022,List of Counties,"West Bell, Coryell, Lampasas",N/A,N/A,"Food insecurity, Physical inactivity,  Mental illness and PTSD","Behavioral Health, Chronic Disease, Awareness, Health literacy and navigation",https://www.texashealthhuguley.org/sites/huguley/files/assets/2022-chna-texas-health-huguley-w.-addendum.pdf,https://www.texashealth.org/-/media/Project/THR/shared/Documents/PDFs/Community-Health/Implementation-Strategies-2023-2025/2023-2025-Implementation-Strategy-System-Report.pdf,THRCHNA@texashealth.org
